59:9,5,5,5,9,4,2,1,3,5,3,5,1,6,5,1,3,1,3,1,2,6,6,5,2,6,9,8,5,1
60:5,3,5,5,4,7,2,2,1,1,8,5,2,5,4,5,7,9,3,1,2,8,9,1,7,4,6,3,9,7
61:6,2,2,1,1,4,9,3,2,7,3,9,3,9,2,7,9,1,2,9,4,5,9,9,7,5,5,6,2,2
62:3,4,8,3,2,2,2,5,9,8,2,9,4,1,5,8,7,7,2,3,6,1,6,9,1,5,7,9,3,6
63:7,5,4,5,3,4,1,7,9,1,3,6,6,1,6,9,1,3,3,5,5,3,8,9,1,5,4,7,8,8
64:9,7,1,7,2,5,3,7,5,8,8,1,5,7,2,4,9,6,2,4,4,8,9,7,1,7,2,3,8,3
65:1,4,8,7,1,7,5,7,9,7,1,6,1,6,1,4,8,6,9,9,3,6,4,9,6,8,3,7,5,2
66:4,9,9,9,2,4,3,6,5,9,6,5,3,1,9,5,4,9,6,6,1,3,9,6,4,1,5,6,4,9
67:9,8,1,3,5,8,4,4,1,5,6,8,2,1,8,6,6,6,4,9,4,5,4,7,9,8,4,6,2,9
68:7,3,5,6,8,8,4,5,8,9,6,1,5,3,1,6,5,3,7,7,9,2,9,4,7,4,9,2,4,5
69:4,1,4,4,4,1,6,1,1,8,4,4,6,4,3,7,4,7,6,4,6,3,1,2,3,2,3,1,2,9
70:7,3,2,6,4,1,3,8,9,9,6,8,2,7,2,1,5,6,8,1,3,7,3,1,8,1,7,5,7,4
71:1,3,5,9,5,1,9,4,4,1,3,7,7,6,8,6,4,3,5,6,6,3,6,4,7,9,9,1,1,3
72:7,1,6,5,3,9,2,5,6,4,3,6,8,9,6,8,1,4,5,9,9,6,6,1,2,3,2,3,3,3
73:5,1,1,6,8,3,8,3,6,2,4,5,2,1,1,8,1,6,5,7,4,4,1,1,2,5,6,2,8,2
74:9,9,3,5,2,2,9,4,5,3,6,6,9,5,8,4,4,2,6,4,5,4,6,9,1,2,8,2,4,1
75:6,2,8,3,4,5,8,6,3,2,3,2,5,2,7,3,7,7,9,7,9,4,2,7,9,8,8,1,7,3
76:5,2,1,1,1,7,4,9,2,7,6,3,5,9,3,1,6,6,2,4,7,2,1,3,3,2,2,6,6,6
77:2,2,7,2,5,1,8,7,4,7,8,4,2,9,6,3,3,9,4,6,2,7,2,2,3,9,9,9,1,1
78:6,1,1,7,6,7,1,2,8,5,6,5,4,4,7,4,1,3,6,1,8,1,2,4,4,3,4,3,1,8
79:8,6,4,5,9,4,5,9,2,1,7,9,9,6,9,5,1,3,3,3,5,7,6,8,2,2,9,2,6,2
80:8,3,3,7,7,5,5,4,6,8,5,4,3,5,6,2,1,5,7,4,8,7,8,3,1,6,1,3,1,2
81:6,4,5,8,6,3,9,5,1,2,9,6,3,1,7,5,8,1,3,5,8,2,6,7,7,6,6,6,3,7
82:6,1,2,3,2,6,1,5,3,8,1,8,6,3,4,3,6,4,4,4,9,6,3,5,2,1,5,4,9,2
83:8,9,1,8,7,8,7,2,6,9,3,9,3,5,3,2,9,9,9,6,8,5,9,2,7,2,5,3,3,9
84:4,9,9,9,4,4,3,6,5,9,6,5,3,1,9,5,4,9,6,6,1,3,9,6,4,1,5,6,4,9
85:4,2,2,1,3,7,5,2,6,7,1,1,8,5,9,7,9,4,4,4,7,6,3,9,1,7,5,2,6,4
86:6,7,8,9,7,2,5,8,4,3,3,4,3,3,3,6,8,9,9,8,4,5,3,6,4,3,6,9,6,7
87:9,8,3,3,1,9,1,2,8,3,7,8,5,1,5,1,1,9,3,3,5,7,4,9,6,4,2,8,4,9
88:3,7,1,1,7,8,9,7,1,3,3,5,1,9,5,3,4,6,4,2,8,2,7,6,3,9,6,9,6,9
89:5,7,9,8,6,2,4,2,3,6,2,2,9,6,6,4,8,9,9,6,8,6,9,5,4,4,4,9,4,3
90:3,3,8,2,4,4,8,6,8,7,3,3,3,8,2,2,4,5,2,6,6,8,3,8,5,6,6,7,2,5
91:3,9,6,2,6,6,4,7,3,4,2,3,7,9,3,7,7,9,6,1,2,4,5,6,4,7,2,4,8,6
92:9,8,9,7,9,7,6,9,3,4,1,4,9,2,1,1,6,9,6,8,2,2,2,2,7,7,9,3,2,5
93:6,9,7,6,3,9,6,2,2,2,7,3,7,1,7,9,3,4,1,8,6,9,3,9,7,5,6,1,4,8
94:7,2,7,2,8,1,2,4,7,7,3,5,1,8,5,5,3,7,4,4,6,2,1,9,9,9,5,5,5,2
95:1,1,6,1,4,4,9,2,2,2,1,2,8,3,3,2,9,7,7,8,3,4,8,9,8,4,6,7,9,3
96:6,5,6,5,7,1,7,5,8,1,7,7,4,7,1,3,2,5,3,5,6,1,6,8,2,5,9,1,7,8
97:5,7,9,8,5,2,4,2,3,6,2,2,9,6,6,4,8,9,9,6,8,6,9,5,4,4,4,9,4,3
98:9,9,4,4,3,9,1,1,9,4,8,1,4,2,8,4,9,1,4,3,1,4,1,8,6,7,2,8,8,4
99:5,2,3,5,3,3,1,2,5,7,2,6,7,5,4,2,9,9,1,4,2,9,5,1,6,3,8,6,1,5
100:2,1,3,5,9,2,5,4,5,1,3,6,6,4,4,4,6,8,6,9,1,7,8,1,6,3,6,1,8,9
101:9,1,3,8,9,9,5,7,4,5,9,2,8,8,4,3,8,2,1,1,4,2,9,5,7,1,3,4,1,1
102:9,4,5,3,8,8,3,7,1,7,2,3,5,6,2,3,9,8,1,4,5,2,9,6,7,5,3,4,1,2
103:3,6,9,1,6,8,2,2,1,3,8,6,5,1,8,6,6,9,1,3,3,8,8,8,3,9,5,5,7,8
104:7,2,7,2,8,1,2,4,7,7,3,5,1,8,5,5,3,7,4,4,6,2,1,9,9,9,5,7,5,8
105:9,9,3,5,2,2,9,4,5,3,6,6,9,5,8,4,4,2,6,4,5,4,6,9,1,2,8,2,4,4
106:5,1,3,3,2,9,2,5,7,1,9,4,8,2,1,2,4,3,3,7,9,3,8,9,3,9,8,6,2,8
107:1,5,4,5,6,9,9,7,1,1,4,8,2,8,6,5,3,6,4,2,5,1,6,9,7,7,7,1,3,4
108:5,3,5,5,4,7,2,2,1,1,8,5,2,5,4,5,7,9,3,1,2,8,9,1,7,4,6,2,9,7
109:4,4,6,8,7,3,3,4,8,4,2,7,5,1,2,5,1,5,2,7,2,9,2,4,5,5,1,1,6,8
110:6,2,7,7,7,7,3,1,6,5,3,6,2,1,9,1,8,4,6,6,7,9,5,9,8,7,3,2,7,1
111:3,1,1,5,7,7,9,9,1,1,9,4,1,4,8,8,8,1,5,3,7,4,9,6,8,6,1,6,4,6
112:8,5,7,5,8,6,9,3,2,5,9,7,5,3,8,5,4,4,9,1,7,8,6,3,3,7,2,7,8,1
113:1,6,1,4,2,9,4,1,2,7,4,9,6,3,3,9,8,8,5,6,7,7,9,8,4,1,5,3,3,4
114:5,9,4,3,9,8,7,9,5,7,8,2,7,4,6,7,6,4,5,3,4,2,9,4,9,3,2,6,5,7
115:5,4,2,8,2,9,3,8,9,7,5,9,2,1,7,9,5,9,2,9,1,1,8,2,2,7,1,1,2,9
116:3,9,6,6,6,9,4,6,5,7,8,7,9,5,8,9,1,6,5,2,3,7,5,9,2,8,1,2,5,4
117:2,7,2,8,9,3,2,6,7,4,9,6,4,3,6,4,7,5,6,2,8,6,2,7,8,2,9,1,5,3
118:6,8,1,4,7,1,3,3,9,7,1,2,2,4,7,2,9,2,4,1,4,1,7,6,1,4,9,6,7,4
119:4,1,4,3,8,5,7,2,6,1,7,8,9,7,9,2,3,2,8,7,1,6,4,7,3,2,8,6,9,8
120:6,8,7,6,3,6,4,1,7,8,2,3,1,5,5,9,6,4,7,3,9,6,1,5,7,5,6,4,3,4
121:7,3,4,5,9,6,8,6,6,6,8,4,8,3,5,7,7,1,3,7,1,3,1,4,7,4,6,6,9,9
122:1,8,8,1,8,4,9,6,6,1,5,2,2,6,5,7,1,8,4,8,2,8,8,3,8,8,6,1,3,4
123:7,5,8,2,2,5,7,1,5,3,3,5,1,9,6,3,1,7,6,5,1,4,1,3,1,7,6,5,1,5
124:6,9,2,5,1,7,9,9,4,9,7,4,3,5,1,6,5,7,1,9,1,9,8,5,3,2,7,4,8,5
125:9,4,7,8,7,1,2,4,8,9,1,4,3,4,7,8,7,3,7,9,2,5,3,5,1,4,3,3,6,7
126:6,7,8,9,7,2,5,8,4,3,3,4,3,3,3,6,8,9,9,8,4,5,3,6,4,3,6,9,6,5
127:8,1,7,9,3,7,1,1,8,6,4,6,2,2,9,6,1,5,9,5,6,7,5,4,4,8,5,4,7,3
128:6,1,2,5,7,7,3,4,3,1,8,6,4,9,5,6,3,8,2,4,9,3,2,7,1,1,9,3,7,6
129:9,8,8,5,5,7,1,3,2,8,4,4,1,4,5,4,4,1,7,6,6,9,9,6,9,8,5,4,7,8
130:1,7,6,3,8,8,2,2,2,7,1,4,1,6,2,3,3,7,4,3,6,4,2,7,6,4,1,7,9,8
131:7,1,1,8,1,6,5,2,1,9,8,8,6,6,7,5,3,3,1,7,5,5,1,5,5,7,5,2,7,7
132:1,5,4,3,8,6,8,9,2,5,3,7,8,7,3,1,1,1,1,8,1,7,8,8,7,5,4,6,8,9
133:2,5,4,9,5,5,8,6,3,4,7,6,5,4,6,4,6,6,7,2,1,1,1,8,9,2,9,3,7,8
134:6,8,9,9,7,6,9,3,9,7,2,6,3,1,2,7,2,3,7,9,3,7,9,2,2,2,9,2,4,3
135:2,2,9,7,1,3,5,1,3,2,9,6,6,7,1,9,2,1,6,8,5,8,8,5,7,2,5,6,8,3
136:3,9,6,5,4,4,9,6,1,3,1,1,1,9,8,1,2,6,8,6,4,7,8,3,5,4,8,5,7,8
137:5,6,9,2,2,5,1,9,2,4,2,6,8,9,8,4,5,8,5,1,4,4,1,7,7,6,8,4,3,4
138:5,4,3,2,1,6,2,3,1,4,3,4,4,2,6,1,3,9,6,1,7,6,1,4,8,2,7,3,9,5
139:9,2,4,7,3,6,5,8,2,9,1,5,6,5,3,1,1,8,6,1,7,5,3,7,5,6,8,1,1,4
140:2,1,5,3,2,7,5,7,3,3,5,8,6,1,8,7,7,2,9,2,6,6,6,8,7,9,7,7,8,3
141:4,5,2,4,4,5,8,8,6,9,5,1,5,6,5,3,8,7,3,1,3,5,3,6,7,2,5,7,8,4
142:8,6,4,5,9,4,5,9,2,1,7,9,9,6,9,5,1,3,3,3,5,7,6,8,2,2,9,2,6,6
143:8,4,4,7,9,8,3,3,1,5,9,5,5,8,6,4,1,5,2,4,2,9,1,2,1,1,2,5,1,9
144:1,1,6,1,4,4,9,2,2,2,1,2,8,3,3,2,9,7,7,8,3,4,8,9,1,4,6,7,9,9
145:8,8,3,3,8,3,8,3,4,6,2,1,7,3,8,9,3,8,2,7,5,2,6,5,3,9,6,7,7,2
146:3,5,6,6,8,8,6,5,1,2,5,5,9,4,6,6,8,3,5,3,5,4,1,6,2,9,9,6,4,7
147:8,6,1,1,5,1,6,2,8,8,3,2,3,8,9,2,5,5,1,4,7,1,8,7,7,6,5,9,5,3
148:7,2,5,8,7,3,9,6,3,8,9,4,5,7,2,5,6,3,1,3,4,9,7,2,7,1,3,5,9,5
149:2,8,6,8,8,3,8,2,8,9,1,7,6,1,5,4,2,6,6,7,2,7,7,4,9,2,5,8,3,7
150:5,9,7,4,8,2,6,2,3,1,8,4,3,8,3,1,1,5,3,2,9,6,8,9,4,2,5,8,4,4
151:5,2,7,3,4,8,3,9,8,8,1,7,8,1,7,8,6,4,9,9,1,1,6,4,2,2,8,5,7,5
152:6,1,2,3,2,6,1,5,3,8,1,8,6,3,4,3,6,4,4,4,9,6,3,5,2,1,5,4,9,3
153:5,9,8,2,3,5,8,5,3,2,3,5,9,5,5,7,7,8,7,5,4,3,5,4,6,5,4,3,9,8
154:6,9,4,9,9,6,2,8,4,9,3,1,2,3,5,4,5,9,6,6,2,3,6,7,5,6,2,9,1,4
155:5,8,4,5,3,7,6,1,2,3,5,8,7,6,5,6,6,9,3,3,1,9,4,4,9,1,6,3,7,7
156:6,8,8,4,7,5,2,9,3,2,5,9,7,7,4,8,2,5,4,2,5,7,7,7,8,9,2,6,3,2
157:5,6,9,4,9,4,4,8,8,9,9,6,8,6,2,9,8,6,9,5,8,2,8,5,4,9,9,9,6,1
158:5,8,8,4,5,8,8,2,8,6,5,6,6,5,7,6,2,4,1,9,6,7,8,1,6,9,4,4,9,9
159:1,3,8,4,7,1,9,8,3,2,8,8,1,9,7,6,1,1,4,6,2,3,9,4,9,1,5,3,8,1
160:4,7,3,2,4,7,7,9,1,2,9,5,2,8,3,5,5,3,7,6,6,1,9,3,7,1,4,8,4,3
161:9,8,8,5,5,7,1,3,2,8,4,4,1,4,5,4,4,1,7,6,6,9,9,6,9,8,5,5,7,8
162:9,1,2,8,2,5,6,5,7,4,8,7,3,4,4,9,9,1,8,7,6,2,5,1,6,6,6,4,2,4
163:6,1,9,5,5,1,9,3,2,7,2,3,8,7,5,5,1,5,7,5,9,3,2,9,5,3,2,1,4,8
164:5,9,8,2,3,5,8,5,3,2,3,5,9,5,5,7,7,8,7,5,4,3,5,4,6,5,4,3,9,3
165:5,6,1,6,6,2,8,3,1,5,5,3,1,1,7,2,7,7,8,3,7,4,4,3,8,4,7,8,1,9
166:2,1,1,2,6,1,5,5,3,2,1,8,8,1,9,1,7,8,7,2,2,1,3,9,7,1,4,3,9,7
167:3,4,8,3,2,2,2,5,9,8,2,9,4,1,5,8,7,7,2,3,6,1,6,9,1,5,7,9,3,5
168:5,5,7,4,2,9,2,5,8,4,4,7,2,1,2,1,8,6,1,1,7,7,9,4,1,1,9,2,3,5
169:5,9,5,7,2,7,8,1,2,2,7,9,5,7,1,9,4,1,2,2,6,6,3,7,5,8,6,2,4,9
170:9,9,2,5,4,7,6,1,3,4,5,8,2,5,2,7,7,1,5,3,8,8,3,7,6,8,4,1,7,7
171:5,2,2,3,7,4,8,8,1,6,7,9,7,1,3,2,8,5,2,6,1,3,3,7,1,8,8,3,7,9
172:1,3,3,8,6,6,3,5,4,4,8,2,2,1,7,3,4,9,4,3,5,8,3,8,6,4,5,9,9,7
173:9,2,1,7,9,7,1,4,5,8,7,1,6,3,5,9,7,2,3,8,8,1,7,5,1,6,4,5,4,5
174:3,7,2,9,1,2,5,6,2,6,5,2,2,2,5,7,8,6,2,7,5,8,6,6,6,6,9,9,1,4
175:5,5,7,6,4,5,9,5,5,6,8,3,7,7,1,6,3,7,9,2,8,4,5,1,2,2,1,1,1,1
176:5,5,7,4,2,9,2,5,8,4,4,7,2,1,2,1,8,6,4,1,7,7,9,4,1,1,9,2,3,7
177:6,3,1,3,6,3,5,2,5,7,1,5,8,9,8,4,6,9,7,3,7,1,2,2,8,4,9,3,4,3
178:4,8,4,7,2,3,5,5,5,3,9,6,2,3,2,9,8,1,5,7,3,8,5,5,2,4,9,9,2,8
179:1,1,6,1,4,4,9,2,2,2,1,2,8,3,3,2,9,7,7,8,3,4,8,9,1,4,6,7,9,3
180:2,2,9,7,1,3,5,1,3,2,9,6,6,7,1,9,2,1,6,8,5,8,8,5,7,2,5,6,8,4
181:7,9,1,2,7,3,7,5,2,2,7,7,4,3,5,5,9,2,8,1,6,3,4,1,4,1,4,9,1,8
182:1,6,1,4,2,9,4,1,2,7,2,9,6,3,3,9,8,8,5,6,7,7,9,8,4,1,5,3,3,8
183:1,8,5,7,3,9,4,8,7,3,9,5,9,9,3,2,4,5,3,6,8,1,1,4,8,5,8,1,7,4
184:3,7,2,9,1,2,5,6,2,6,5,2,2,2,5,7,8,6,2,5,5,8,6,6,6,6,9,9,1,7
185:8,8,5,7,3,9,4,8,7,3,9,5,9,9,3,2,4,5,3,6,8,1,1,4,8,5,8,1,7,9
186:8,6,5,2,7,1,3,1,2,8,9,9,7,4,8,9,4,9,1,4,1,8,7,3,6,4,4,1,6,4
187:2,3,6,9,6,3,5,5,9,8,7,3,4,1,2,9,9,3,5,7,9,1,1,8,6,8,8,3,2,6
188:4,7,5,6,5,7,2,2,3,7,5,9,8,3,9,4,9,8,5,2,1,2,6,2,1,9,2,3,8,3
189:5,3,1,1,1,9,4,8,1,5,7,2,5,1,3,9,4,4,6,9,2,4,2,5,5,9,5,9,6,4
190:2,1,5,3,2,7,5,7,3,7,5,8,6,1,8,7,7,2,9,2,6,6,6,8,7,9,7,7,8,3
191:6,3,7,8,4,6,8,2,3,8,7,7,3,3,3,6,2,4,4,5,3,9,3,7,8,6,5,6,3,2
192:3,6,6,7,9,2,5,1,1,9,7,6,6,3,5,1,7,7,8,6,5,5,2,9,9,1,9,2,8,3
193:9,2,4,7,3,6,5,8,2,9,1,5,6,5,3,1,1,8,6,1,7,5,3,7,5,6,8,1,1,3
194:6,4,9,3,5,8,2,6,7,2,1,3,8,3,7,9,8,8,6,7,3,6,3,4,6,3,2,2,6,4
195:8,6,4,5,9,4,5,9,2,1,7,9,9,6,9,6,1,3,3,3,5,7,6,8,2,2,9,2,6,6
196:4,2,4,6,4,1,3,6,7,6,6,6,2,8,1,5,3,4,4,3,2,5,4,2,6,2,5,7,4,5
197:3,6,7,5,5,1,5,1,9,2,5,2,2,3,9,9,3,8,2,1,2,9,1,3,1,9,9,3,9,8
198:9,6,5,2,2,5,7,8,1,2,8,4,5,4,9,7,3,5,3,7,3,9,5,2,4,7,3,1,9,6
199:2,7,6,5,1,9,2,2,9,1,1,8,3,7,5,9,4,3,8,6,1,3,2,3,9,4,3,7,8,8
200:7,3,1,5,3,5,6,3,9,6,7,7,4,9,4,1,2,9,2,3,3,6,9,5,5,2,6,3,6,4
201:8,4,3,9,2,3,3,5,7,6,2,4,7,7,4,2,1,8,1,4,4,7,7,2,8,4,2,4,1,4
202:5,7,9,8,6,2,4,2,3,6,2,2,9,6,6,4,8,9,9,6,8,6,9,5,4,4,4,9,4,8
203:2,3,5,6,1,5,1,9,4,3,4,2,3,1,5,5,4,8,5,5,4,8,6,6,4,5,5,8,5,5
204:1,4,3,6,6,4,8,6,2,3,3,9,5,5,9,8,7,2,6,2,1,8,4,6,9,4,8,6,6,9
205:7,5,3,1,3,1,5,4,8,6,6,4,8,3,2,1,5,8,2,4,6,6,9,5,7,6,5,5,8,1
206:6,8,7,6,7,5,6,3,8,2,2,1,4,1,1,2,4,1,1,8,6,6,3,1,4,4,9,7,4,1
207:4,6,4,1,5,2,7,6,3,7,2,3,7,5,4,8,4,6,1,8,5,2,6,9,4,4,3,7,3,9
208:5,1,1,6,8,3,8,3,6,2,4,5,2,1,1,8,1,6,5,7,4,4,1,1,2,5,6,2,7,8
209:7,2,1,1,3,9,5,5,6,9,6,4,8,3,3,4,9,7,2,1,2,3,3,5,1,6,6,4,3,6
210:5,5,7,4,2,9,2,5,8,4,4,7,2,1,2,1,8,6,4,1,7,7,9,4,1,1,9,2,3,5
211:3,1,8,7,5,7,5,6,3,8,8,9,8,1,4,6,6,9,4,9,8,5,9,4,1,7,6,3,7,9
212:8,7,9,8,2,7,2,6,8,1,3,7,4,3,3,2,5,1,7,5,8,2,6,3,5,5,6,5,7,6
213:9,4,9,7,3,9,5,1,3,7,4,3,5,2,9,8,3,2,9,6,1,4,9,4,6,4,1,3,3,6
214:4,5,3,9,4,9,8,3,3,5,2,1,3,9,7,7,9,4,6,7,6,5,6,4,2,3,9,2,4,8
215:3,9,6,2,6,6,4,7,3,4,2,3,7,9,3,1,7,9,6,1,2,4,5,6,4,7,2,4,8,3
216:9,8,2,8,1,2,6,1,9,1,9,7,4,7,2,7,6,4,6,1,7,9,8,4,7,1,5,7,9,3
217:7,5,1,8,1,3,2,7,7,1,4,5,8,9,2,6,3,4,1,6,1,9,6,4,2,9,2,3,9,3
218:3,6,8,3,3,1,8,5,8,2,2,3,9,5,3,5,8,5,1,4,7,7,9,3,1,6,8,4,6,3
219:9,8,9,7,3,7,6,9,3,4,1,4,9,2,1,1,6,9,6,8,2,2,2,2,7,7,9,3,2,5
220:9,9,1,7,2,5,3,7,5,8,8,1,5,7,2,4,9,6,2,4,4,8,9,7,1,7,2,3,8,9
221:7,5,8,2,2,5,7,1,5,3,3,5,1,9,6,3,1,7,6,5,1,8,1,3,1,7,6,5,1,5
222:8,6,9,6,9,3,3,1,8,1,6,8,9,7,1,7,5,8,7,1,1,5,5,5,6,8,9,2,1,7
223:8,1,6,8,9,1,9,6,8,5,5,4,1,9,3,6,3,7,3,9,9,4,5,1,4,5,5,9,5,7
224:5,1,4,6,5,4,3,5,1,7,5,7,8,8,7,3,9,7,8,5,1,1,3,6,9,6,4,3,2,5
225:7,5,1,3,3,7,6,9,1,5,5,4,8,2,1,4,2,9,1,4,3,9,8,3,8,6,9,2,6,2
